subject,activity,Mean.tBodyAcc.mean...X,Mean.tBodyAcc.mean...Y,Mean.tBodyAcc.mean...Z,Mean.tGravityAcc.mean...X,Mean.tGravityAcc.mean...Y,Mean.tGravityAcc.mean...Z,Mean.tBodyAccJerk.mean...X,Mean.tBodyAccJerk.mean...Y,Mean.tBodyAccJerk.mean...Z,Mean.tBodyGyro.mean...X,Mean.tBodyGyro.mean...Y,Mean.tBodyGyro.mean...Z,Mean.tBodyGyroJerk.mean...X,Mean.tBodyGyroJerk.mean...Y,Mean.tBodyGyroJerk.mean...Z,Mean.tBodyAccMag.mean..,Mean.tGravityAccMag.mean..,Mean.tBodyAccJerkMag.mean..,Mean.tBodyGyroMag.mean..,Mean.tBodyGyroJerkMag.mean..,Mean.fBodyAcc.mean...X,Mean.fBodyAcc.mean...Y,Mean.fBodyAcc.mean...Z,Mean.fBodyAcc.meanFreq...X,Mean.fBodyAcc.meanFreq...Y,Mean.fBodyAcc.meanFreq...Z,Mean.fBodyAccJerk.mean...X,Mean.fBodyAccJerk.mean...Y,Mean.fBodyAccJerk.mean...Z,Mean.fBodyAccJerk.meanFreq...X,Mean.fBodyAccJerk.meanFreq...Y,Mean.fBodyAccJerk.meanFreq...Z,Mean.fBodyGyro.mean...X,Mean.fBodyGyro.mean...Y,Mean.fBodyGyro.mean...Z,Mean.fBodyGyro.meanFreq...X,Mean.fBodyGyro.meanFreq...Y,Mean.fBodyGyro.meanFreq...Z,Mean.fBodyAccMag.mean..,Mean.fBodyAccMag.meanFreq..,Mean.fBodyBodyAccJerkMag.mean..,Mean.fBodyBodyAccJerkMag.meanFreq..,Mean.fBodyBodyGyroMag.mean..,Mean.fBodyBodyGyroMag.meanFreq..,Mean.fBodyBodyGyroJerkMag.mean..,Mean.fBodyBodyGyroJerkMag.meanFreq..,Mean.tBodyAcc.std...X,Mean.tBodyAcc.std...Y,Mean.tBodyAcc.std...Z,Mean.tGravityAcc.std...X,Mean.tGravityAcc.std...Y,Mean.tGravityAcc.std...Z,Mean.tBodyAccJerk.std...X,Mean.tBodyAccJerk.std...Y,Mean.tBodyAccJerk.std...Z,Mean.tBodyGyro.std...X,Mean.tBodyGyro.std...Y,Mean.tBodyGyro.std...Z,Mean.tBodyGyroJerk.std...X,Mean.tBodyGyroJerk.std...Y,Mean.tBodyGyroJerk.std...Z,Mean.tBodyAccMag.std..,Mean.tGravityAccMag.std..,Mean.tBodyAccJerkMag.std..,Mean.tBodyGyroMag.std..,Mean.tBodyGyroJerkMag.std..,Mean.fBodyAcc.std...X,Mean.fBodyAcc.std...Y,Mean.fBodyAcc.std...Z,Mean.fBodyAccJerk.std...X,Mean.fBodyAccJerk.std...Y,Mean.fBodyAccJerk.std...Z,Mean.fBodyGyro.std...X,Mean.fBodyGyro.std...Y,Mean.fBodyGyro.std...Z,Mean.fBodyAccMag.std..,Mean.fBodyBodyAccJerkMag.std..,Mean.fBodyBodyGyroMag.std..,Mean.fBodyBodyGyroJerkMag.std..,Std.tBodyAcc.mean...X,Std.tBodyAcc.mean...Y,Std.tBodyAcc.mean...Z,Std.tGravityAcc.mean...X,Std.tGravityAcc.mean...Y,Std.tGravityAcc.mean...Z,Std.tBodyAccJerk.mean...X,Std.tBodyAccJerk.mean...Y,Std.tBodyAccJerk.mean...Z,Std.tBodyGyro.mean...X,Std.tBodyGyro.mean...Y,Std.tBodyGyro.mean...Z,Std.tBodyGyroJerk.mean...X,Std.tBodyGyroJerk.mean...Y,Std.tBodyGyroJerk.mean...Z,Std.tBodyAccMag.mean..,Std.tGravityAccMag.mean..,Std.tBodyAccJerkMag.mean..,Std.tBodyGyroMag.mean..,Std.tBodyGyroJerkMag.mean..,Std.fBodyAcc.mean...X,Std.fBodyAcc.mean...Y,Std.fBodyAcc.mean...Z,Std.fBodyAcc.meanFreq...X,Std.fBodyAcc.meanFreq...Y,Std.fBodyAcc.meanFreq...Z,Std.fBodyAccJerk.mean...X,Std.fBodyAccJerk.mean...Y,Std.fBodyAccJerk.mean...Z,Std.fBodyAccJerk.meanFreq...X,Std.fBodyAccJerk.meanFreq...Y,Std.fBodyAccJerk.meanFreq...Z,Std.fBodyGyro.mean...X,Std.fBodyGyro.mean...Y,Std.fBodyGyro.mean...Z,Std.fBodyGyro.meanFreq...X,Std.fBodyGyro.meanFreq...Y,Std.fBodyGyro.meanFreq...Z,Std.fBodyAccMag.mean..,Std.fBodyAccMag.meanFreq..,Std.fBodyBodyAccJerkMag.mean..,Std.fBodyBodyAccJerkMag.meanFreq..,Std.fBodyBodyGyroMag.mean..,Std.fBodyBodyGyroMag.meanFreq..,Std.fBodyBodyGyroJerkMag.mean..,Std.fBodyBodyGyroJerkMag.meanFreq..,Std.tBodyAcc.std...X,Std.tBodyAcc.std...Y,Std.tBodyAcc.std...Z,Std.tGravityAcc.std...X,Std.tGravityAcc.std...Y,Std.tGravityAcc.std...Z,Std.tBodyAccJerk.std...X,Std.tBodyAccJerk.std...Y,Std.tBodyAccJerk.std...Z,Std.tBodyGyro.std...X,Std.tBodyGyro.std...Y,Std.tBodyGyro.std...Z,Std.tBodyGyroJerk.std...X,Std.tBodyGyroJerk.std...Y,Std.tBodyGyroJerk.std...Z,Std.tBodyAccMag.std..,Std.tGravityAccMag.std..,Std.tBodyAccJerkMag.std..,Std.tBodyGyroMag.std..,Std.tBodyGyroJerkMag.std..,Std.fBodyAcc.std...X,Std.fBodyAcc.std...Y,Std.fBodyAcc.std...Z,Std.fBodyAccJerk.std...X,Std.fBodyAccJerk.std...Y,Std.fBodyAccJerk.std...Z,Std.fBodyGyro.std...X,Std.fBodyGyro.std...Y,Std.fBodyGyro.std...Z,Std.fBodyAccMag.std..,Std.fBodyBodyAccJerkMag.std..,Std.fBodyBodyGyroMag.std..,Std.fBodyBodyGyroJerkMag.std..
23,SITTING,0.273351252,-0.013394502,-0.103808679,0.936509243,0.121751063,0.063011156,0.077002235,0.010135139,-0.001488234,-0.047258346,-0.068432555,0.064567321,-0.096742219,-0.043460255,-0.048556109,-0.944080773,-0.944080773,-0.982375503,-0.936593427,-0.986514066,-0.986325671,-0.953460406,-0.942031167,0.045946691,0.130083858,0.083734106,-0.984550864,-0.978136218,-0.972656226,0.285643526,-0.043859743,0.032313271,-0.977149987,-0.957920289,-0.965428834,0.070440199,-0.082620385,0.137545517,-0.94583783,0.162284908,-0.974121467,0.199533745,-0.952293277,0.12545656,-0.980707211,0.053183255,-0.987607637,-0.934933559,-0.90558439,-0.984536722,-0.960917426,-0.9239536,-0.984561804,-0.978045838,-0.975978995,-0.980363734,-0.948109526,-0.959718633,-0.987084634,-0.980727445,-0.988130142,-0.924963263,-0.924963263,-0.973668776,-0.937006097,-0.979226998,-0.988345258,-0.930781487,-0.896125264,-0.98601963,-0.979564697,-0.977936447,-0.981523241,-0.943733421,-0.961914054,-0.927090118,-0.972117017,-0.938680777,-0.978499038,0.019510359,0.027726556,0.05907719,0.033676676,0.07740463,0.155423182,0.010045009,0.047944388,0.06620751,0.059636556,0.101398622,0.13265024,0.016648407,0.035846969,0.031836248,0.103636211,0.103636211,0.015650107,0.098879921,0.012028844,0.015975882,0.078170777,0.084847006,0.230085616,0.293808311,0.402558979,0.018140553,0.024602189,0.023064301,0.15959269,0.232328681,0.270313725,0.028939229,0.048308162,0.050096244,0.281138725,0.376550194,0.315272943,0.082326182,0.43463834,0.030471951,0.332798106,0.059147881,0.410939065,0.019901408,0.270857115,0.016377403,0.132138851,0.166863628,0.034523188,0.082199555,0.148737158,0.018105382,0.024718481,0.020604316,0.025370981,0.067800287,0.068734028,0.015674539,0.017322261,0.013555998,0.133118811,0.133118811,0.033295715,0.083098678,0.022489402,0.016797871,0.145743911,0.188756006,0.016474269,0.023158679,0.018309968,0.024329401,0.077479793,0.067825347,0.134392369,0.036917756,0.083898926,0.024194533
23,STANDING,0.277899323,-0.017747555,-0.110597018,0.919857126,-0.11740136,-0.223631181,0.075020648,0.010586152,-0.005292609,-0.032739775,-0.065226479,0.0816889,-0.098148105,-0.041677417,-0.054822628,-0.957212267,-0.957212267,-0.978671485,-0.938430293,-0.976399253,-0.983627197,-0.962831825,-0.945170569,-0.004281565,0.002520267,-0.002251953,-0.983283252,-0.975176562,-0.96961023,0.201179907,-0.087829593,-0.098828324,-0.947510436,-0.952781165,-0.967939565,-0.291595925,-0.197834986,-0.163986973,-0.957986177,0.061188989,-0.973798156,0.2616558,-0.94458383,-0.12199962,-0.972598811,0.128376238,-0.98542152,-0.958444493,-0.929409745,-0.984610385,-0.984818649,-0.947199734,-0.983141959,-0.975219984,-0.973595215,-0.94201124,-0.948074761,-0.962389689,-0.972770702,-0.972509523,-0.984654516,-0.951669858,-0.951669858,-0.974811528,-0.923796566,-0.972387365,-0.986333386,-0.958042411,-0.926110099,-0.984531642,-0.977157998,-0.976241316,-0.941698516,-0.945871186,-0.964249923,-0.955291356,-0.975053688,-0.924805421,-0.973849691,0.015466032,0.007809195,0.034687301,0.047955162,0.065090742,0.148046617,0.010631901,0.017421684,0.047871869,0.026535048,0.044144769,0.025231214,0.022189307,0.020648786,0.014138387,0.038478762,0.038478762,0.013880702,0.058465763,0.018486487,0.015722629,0.025801173,0.049826279,0.195133443,0.265926754,0.267338679,0.013819613,0.012596191,0.023379662,0.165410126,0.260547979,0.255552997,0.055508493,0.04090949,0.029231886,0.267561402,0.221083217,0.320605469,0.039306531,0.300091725,0.024489591,0.2353761,0.055086194,0.303189751,0.025298713,0.210454973,0.016233894,0.033139591,0.06526383,0.027456174,0.013423519,0.064672661,0.013365107,0.013293521,0.020669082,0.070107018,0.046279533,0.04085177,0.022569343,0.023815183,0.011829245,0.046302114,0.046302114,0.02436299,0.093130579,0.026902214,0.016667615,0.034829535,0.068645747,0.011671922,0.013425803,0.018008221,0.072518617,0.04930023,0.040599314,0.043470823,0.024404529,0.098829492,0.027285812
23,WALKING,0.273211884,-0.018361871,-0.113382994,0.939809689,-0.16176137,-0.16076336,0.098731909,0.014895593,-0.001908106,-0.063115687,-0.064019792,0.107700451,-0.057812824,-0.051670476,-0.090300252,-0.09887702,-0.09887702,-0.067081966,-0.012096826,0.011530541,-0.275404188,-0.072436732,0.081408108,-0.2712187,0.107804589,0.121798906,-0.290410455,-0.155488721,-0.057202132,-0.269875749,-0.278843951,-0.366737657,-0.337619203,0.195569462,-0.194970369,-0.007347798,0.166489216,-0.054472668,-0.094260631,0.281811709,-0.01807057,0.151735846,0.185078207,0.409521612,0.146618569,0.176693448,-0.313521773,-0.119020587,0.164220685,-0.977230904,-0.966550707,-0.932981342,-0.229328122,-0.080501734,-0.029311506,-0.494322649,0.259457229,-0.209634888,-0.363969435,0.295945926,-0.374456768,-0.209989355,-0.209989355,-0.026819436,0.163346452,0.250173204,-0.32980728,-0.202524062,0.116143441,-0.23517299,-0.06097531,-0.006236475,-0.545051692,0.286581518,-0.287820868,-0.407577516,-0.045737233,-0.061476585,0.287834616,0.056087107,0.01857492,0.044508216,0.007766198,0.012605992,0.021063493,0.233030766,0.208592899,0.295809243,0.15750035,0.082071213,0.10145475,0.147621287,0.295501386,0.232845494,0.077694017,0.077694017,0.096336043,0.107646433,0.131532156,0.103947144,0.136768191,0.136857368,0.13075745,0.136849835,0.109203229,0.088031768,0.131434863,0.131339622,0.112651686,0.156026296,0.137643487,0.120998309,0.197296641,0.114604965,0.107413771,0.114424035,0.137464407,0.108534648,0.083565227,0.118135622,0.165727515,0.220929492,0.089566825,0.206266314,0.105247782,0.069760758,0.106570465,0.106102477,0.013425088,0.020380789,0.037544578,0.090167827,0.127734397,0.114468656,0.09939827,0.18420571,0.094645343,0.078516328,0.194797739,0.074640801,0.085748847,0.085748847,0.111086611,0.212337273,0.210101916,0.05961053,0.093743274,0.095362402,0.097487616,0.130744704,0.117960766,0.096795444,0.187998045,0.088504498,0.067284594,0.13331579,0.184172806,0.224321837
23,WALKING_DOWNSTAIRS,0.289897411,-0.016211146,-0.098812371,0.923711401,-0.110028842,-0.153671532,0.057801061,0.037500515,-0.000982717,-0.057823019,-0.085307746,0.09536025,-0.117725824,-0.035289161,-0.029325502,0.127211138,0.127211138,0.112982476,0.039091548,-0.046311777,0.205428216,0.095943289,0.280518878,-0.234693625,0.013029852,0.17852097,0.201542909,-0.072450456,0.157775692,-0.210126611,-0.1819092,-0.179004311,-0.214730713,0.32881701,-0.141266888,0.021633367,0.088128426,-0.06033172,0.364829993,0.167846646,0.335009724,0.057987422,0.150825735,0.40265109,0.074675464,0.221849484,0.044139284,0.108259034,0.229898743,-0.950790837,-0.93901255,-0.905888258,0.198947062,-0.088330123,0.031015708,-0.416133033,0.213825552,-0.208702488,-0.3230157,0.146650122,-0.36786964,0.230363964,0.230363964,0.2920872,0.05399729,0.059490848,-0.028296248,0.043228369,0.094794097,0.081958719,-0.177697841,-0.098519563,-0.482598325,0.126052318,-0.305896699,-0.045393035,0.224480504,-0.218930426,-0.039857378,0.084426611,0.027919756,0.051604832,0.01363565,0.010621406,0.045833212,0.402657254,0.264315596,0.384459202,0.203956418,0.099620239,0.102155141,0.260341849,0.289107103,0.155436483,0.131663012,0.131663012,0.14849434,0.134043725,0.149312144,0.154159786,0.132334269,0.162272239,0.122661929,0.126177648,0.185805702,0.167440916,0.140514527,0.17603484,0.156847099,0.149438073,0.163675001,0.180431952,0.218237623,0.120015558,0.156384895,0.105479545,0.12700085,0.15983235,0.120410105,0.160651767,0.153719326,0.234336603,0.12015585,0.202985533,0.155352468,0.140512896,0.122804104,0.13871591,0.023433353,0.026303612,0.070752374,0.164104725,0.136346945,0.147641365,0.149723785,0.224577339,0.126740986,0.103244102,0.207379649,0.097515659,0.134871149,0.134871149,0.159154087,0.233512282,0.219715226,0.146304263,0.123213534,0.127719158,0.171177417,0.133707544,0.13271277,0.147130343,0.237788733,0.125971253,0.110943241,0.180700814,0.204935634,0.243652218
23,WALKING_UPSTAIRS,0.249995171,-0.032384403,-0.126890617,0.84343881,-0.214481808,-0.35593445,0.072364998,0.039986287,0.015923417,0.095794025,-0.111564389,-0.032555752,-0.109913094,-0.052394379,-0.092499853,-0.011753687,-0.011753687,-0.311143885,-0.156527149,-0.504367151,-0.27260569,-0.076977394,-0.070577489,-0.4169504,-0.188068414,-0.203507148,-0.365642513,-0.326236288,-0.346605238,-0.278707885,-0.357319837,-0.443171315,-0.430239229,-0.290447409,-0.163001294,-0.088703053,-0.136461408,-0.413452416,-0.231382662,-0.011161928,-0.302968065,0.148281881,-0.380388292,0.079223297,-0.51871565,0.23377006,-0.243887819,0.044843579,0.100801189,-0.933344482,-0.910474557,-0.90206591,-0.365398623,-0.328225031,-0.40809402,-0.550664577,-0.293681861,-0.031730115,-0.548318882,-0.493514122,-0.543765426,-0.271893714,-0.271893714,-0.362708849,-0.366732989,-0.551275189,-0.234309548,0.038059741,0.104508756,-0.424877553,-0.380894443,-0.468956384,-0.590430784,-0.301619977,-0.082252112,-0.410047643,-0.454324845,-0.470491576,-0.632659462,0.074196003,0.043285231,0.059400571,0.025746139,0.026785729,0.033305025,0.24086832,0.219559767,0.267766001,0.273771751,0.140931772,0.23949673,0.177477331,0.185556201,0.197530615,0.08431368,0.08431368,0.071097261,0.109728933,0.060475994,0.085327213,0.116043791,0.092630436,0.156413827,0.106098962,0.117169903,0.09392303,0.100360625,0.064781095,0.147483887,0.142155727,0.147876074,0.134390213,0.086358048,0.118500356,0.125168185,0.124449265,0.146292993,0.07730365,0.136495951,0.097428534,0.191131111,0.101241093,0.162919039,0.07841497,0.108081695,0.098272457,0.093897473,0.0906422,0.041131547,0.063169402,0.070204045,0.085890687,0.096434179,0.062013641,0.146595958,0.072500809,0.137986434,0.063761847,0.076530474,0.063822499,0.08312633,0.08312633,0.092260196,0.135232219,0.07582406,0.114002681,0.089026337,0.092308725,0.078900618,0.092272292,0.068559823,0.151933801,0.072182063,0.140514116,0.084008694,0.103505756,0.146096937,0.074692486
24,LAYING,0.272850495,-0.017355521,-0.107236237,-0.359292534,0.738430699,0.68383991,0.080721233,0.011981952,-0.005892258,-0.014367993,-0.095553805,0.111730746,-0.10281381,-0.038232371,-0.062411697,-0.971854043,-0.971854043,-0.985529271,-0.953791513,-0.982780874,-0.975893687,-0.980830362,-0.976634816,-0.401945415,0.280889023,0.242669192,-0.985998547,-0.982140614,-0.98154969,0.152359887,0.075304113,0.086269203,-0.976570564,-0.96611198,-0.981093036,0.213437011,-0.181215229,0.258571516,-0.973171068,0.081124557,-0.983108084,0.347309299,-0.964001383,0.054427934,-0.978596741,0.261813945,-0.967984021,-0.983126462,-0.973566959,-0.960412164,-0.993454358,-0.979239668,-0.986365434,-0.982430495,-0.983087367,-0.98265172,-0.960299551,-0.981701361,-0.979865721,-0.978091313,-0.992381596,-0.969354834,-0.969354834,-0.983605927,-0.957829935,-0.978659102,-0.965167082,-0.984571808,-0.973057782,-0.988140518,-0.984124532,-0.983185638,-0.984713284,-0.957792949,-0.983602746,-0.971063024,-0.983285116,-0.961369085,-0.980096981,0.039842115,0.003257604,0.012736226,0.079522504,0.031186095,0.031815042,0.034050429,0.010892202,0.030088813,0.042941719,0.05285353,0.088246708,0.012099264,0.015976871,0.022135988,0.031156438,0.031156438,0.010804266,0.058815486,0.014219683,0.037966865,0.013702591,0.030935355,0.198230607,0.176469916,0.174554787,0.012499614,0.011464924,0.016330667,0.158791229,0.147615868,0.17285868,0.019870347,0.029990556,0.029828284,0.179508607,0.273998893,0.174925946,0.057512714,0.197843349,0.021561166,0.239864508,0.039730192,0.195779804,0.028805501,0.199645262,0.038436396,0.014156983,0.035518928,0.084312551,0.009625631,0.051835757,0.012445734,0.011336061,0.017331142,0.016502603,0.027493683,0.030803338,0.01434015,0.025228196,0.006237275,0.066655015,0.066655015,0.023632428,0.044498999,0.03137968,0.038840223,0.013720716,0.035397024,0.011380536,0.010445631,0.018444465,0.015593418,0.026654933,0.028417799,0.060983278,0.026256538,0.0408949,0.032525096
24,SITTING,0.27347569,-0.01312551,-0.103041061,0.919637604,0.182254652,0.109559621,0.076331853,0.004767026,-0.001133002,-0.035622962,-0.07501327,0.080044023,-0.095178266,-0.040616936,-0.051596655,-0.968979156,-0.968979156,-0.985555822,-0.964633252,-0.991306425,-0.989529507,-0.9627732,-0.966991781,-0.016599298,0.00154835,0.097262959,-0.988857403,-0.979228238,-0.9819713,0.187752124,-0.088446399,-0.004461784,-0.985676524,-0.981200181,-0.974686891,0.04103272,-0.281538204,-0.046643085,-0.968905031,0.094383169,-0.984469963,0.35354437,-0.977973721,-0.10380454,-0.990854751,0.212296511,-0.990593767,-0.956255962,-0.957056111,-0.98966015,-0.971692545,-0.963406796,-0.988564382,-0.979573678,-0.984662947,-0.988111649,-0.977954005,-0.971277654,-0.991442008,-0.989780811,-0.98985016,-0.963779683,-0.963779683,-0.985418456,-0.969257163,-0.990724531,-0.991100005,-0.954998005,-0.954402698,-0.989288808,-0.981550133,-0.986008449,-0.988891552,-0.976252428,-0.972851788,-0.965852262,-0.98561372,-0.969105899,-0.990933058,0.014602999,0.019738262,0.017888683,0.049793756,0.090296601,0.112162352,0.006388135,0.035871939,0.039204775,0.038219307,0.057466743,0.092111371,0.010863483,0.007755173,0.020186439,0.039130747,0.039130747,0.008977785,0.057735409,0.006083029,0.009050997,0.047316387,0.037014591,0.160334063,0.182200094,0.214683855,0.00734958,0.013940057,0.010062644,0.127767469,0.1580382,0.135396777,0.016269687,0.012164296,0.030011982,0.163624064,0.196002304,0.223123395,0.045364731,0.238014188,0.012828011,0.196581587,0.023963972,0.19756832,0.0072458,0.222988856,0.010139595,0.05715776,0.053885441,0.020211138,0.063001039,0.057822991,0.007838542,0.013993319,0.009442764,0.015266029,0.01403767,0.039675031,0.006421368,0.006813593,0.009065017,0.056081852,0.056081852,0.013485243,0.040018292,0.008440066,0.010694623,0.058459524,0.058096823,0.007810666,0.013133659,0.008999746,0.01490741,0.015157668,0.038917945,0.052839511,0.0145684,0.042252958,0.009448894
24,STANDING,0.280348884,-0.014478534,-0.108222554,0.96644228,-0.145201301,-0.05305854,0.074617742,0.010983969,-0.003587749,-0.027861151,-0.069254667,0.077124615,-0.099194772,-0.043173861,-0.051718038,-0.950061018,-0.950061018,-0.977620954,-0.954518594,-0.982387269,-0.984183634,-0.948970158,-0.953817599,0.105320737,-0.093135741,0.001460728,-0.981161641,-0.967720592,-0.974170468,0.207088444,-0.131947804,0.081477375,-0.958540187,-0.970426494,-0.970133388,-0.289553438,-0.129026964,-0.065061344,-0.960066088,-0.049998638,-0.972251355,0.293291553,-0.963922314,-0.221536877,-0.981119238,0.144869051,-0.987255871,-0.936871974,-0.93028353,-0.992197592,-0.968155389,-0.946184949,-0.980573837,-0.967745639,-0.977716355,-0.96073866,-0.967298519,-0.969958678,-0.975856809,-0.981983572,-0.983276883,-0.947901012,-0.947901012,-0.973108343,-0.953104779,-0.979995719,-0.988851853,-0.934454791,-0.923802468,-0.981721691,-0.970228184,-0.979936741,-0.961885695,-0.965798056,-0.972688652,-0.949522556,-0.97319551,-0.954407177,-0.9797551,0.018590225,0.015373757,0.038728372,0.009205118,0.027627503,0.056781147,0.007567096,0.022413995,0.036246327,0.018814398,0.033845742,0.037752929,0.020944817,0.012499968,0.013661448,0.046005999,0.046005999,0.02145753,0.04308006,0.029309722,0.017184561,0.038917773,0.04650855,0.191203361,0.219547163,0.284883501,0.019601633,0.027163304,0.028903664,0.187473148,0.181711409,0.215359162,0.041250906,0.04816906,0.025647963,0.227804836,0.249453469,0.250640653,0.03860176,0.274356075,0.033184639,0.240952201,0.047565793,0.236948505,0.035167887,0.279138472,0.015311074,0.048792825,0.074518305,0.018538621,0.030344307,0.06274774,0.020911986,0.027103454,0.025322818,0.033075432,0.048376104,0.022171954,0.033396457,0.034554859,0.018743459,0.058034783,0.058034783,0.033153124,0.050470541,0.036658919,0.014696632,0.05095707,0.082357987,0.020568737,0.025256573,0.021708152,0.030843489,0.048313203,0.019237639,0.058280934,0.033260876,0.044342885,0.036170014
24,WALKING,0.276980816,-0.02254464,-0.110595953,0.959701081,-0.115116242,-0.14091003,0.073193898,0.012125459,-0.011640139,-0.054512687,-0.065843588,0.097200632,-0.062531168,-0.050289501,-0.073983552,-0.299983614,-0.299983614,-0.399722201,-0.403064157,-0.507824746,-0.492419803,-0.203193741,-0.344493013,-0.312046342,-0.067892712,0.027526802,-0.509628169,-0.352829307,-0.469920224,-0.253177489,-0.439634006,-0.400928134,-0.468295081,-0.479841433,-0.391447921,-0.055099196,0.047995666,-0.22467155,-0.434618912,0.153588268,-0.418641047,0.102850168,-0.534509164,0.351492002,-0.571594392,0.209200418,-0.470762366,-0.154127498,-0.288840016,-0.9831324,-0.962578844,-0.962822967,-0.485863255,-0.302220161,-0.491189466,-0.580597373,-0.48716628,-0.396154003,-0.490773456,-0.51424657,-0.557968203,-0.481064019,-0.481064019,-0.409824563,-0.563863213,-0.556022766,-0.462733639,-0.182766477,-0.314646918,-0.507640734,-0.294353546,-0.511115619,-0.616915839,-0.495896272,-0.453337858,-0.590265846,-0.402979984,-0.668032802,-0.567447732,0.033029922,0.017467084,0.024292843,0.005670688,0.020062412,0.008698831,0.151881427,0.203347175,0.22125701,0.115257719,0.054096534,0.051605218,0.11945075,0.12877885,0.133295036,0.047573708,0.047573708,0.046849436,0.053187725,0.062943873,0.059532582,0.081966818,0.06243519,0.094893871,0.120108189,0.135076423,0.055081947,0.085876468,0.063799278,0.129797612,0.135753118,0.116161285,0.083569528,0.068810744,0.055128044,0.148464362,0.11198887,0.132256799,0.057194378,0.078467877,0.074057897,0.132991318,0.070267905,0.182412361,0.074966784,0.147924951,0.049789632,0.055563434,0.046087625,0.00692188,0.026645704,0.020749848,0.046263432,0.080648712,0.056189559,0.070977734,0.060626266,0.038486532,0.08218778,0.080040941,0.04592121,0.038499174,0.038499174,0.063397034,0.077256829,0.082579183,0.050013257,0.047651703,0.042675465,0.046761954,0.084515958,0.061423605,0.07092202,0.059618924,0.036946992,0.030540356,0.069055265,0.080891865,0.093224229
24,WALKING_DOWNSTAIRS,0.288631209,-0.014573035,-0.10481882,0.950883417,-0.128326711,-0.140123155,0.080261983,-0.004473163,-0.008469159,-0.086706901,-0.054230025,0.111973651,-0.091414501,-0.029176631,-0.041205541,-0.073769916,-0.073769916,-0.263106945,-0.304965806,-0.497152238,-0.222324293,-0.086182975,-0.173825084,-0.54166387,-0.011684872,0.201299074,-0.376175795,-0.225824357,-0.250000183,-0.398144618,-0.415305378,-0.297520698,-0.272469212,-0.433475432,-0.396286646,-0.054528737,0.093588464,0.020840958,-0.023170163,-0.036441608,-0.200830137,-0.001985371,-0.374298687,0.164772643,-0.474449926,0.099729221,-0.082732481,-0.102607327,-0.205566381,-0.961845327,-0.941478979,-0.942207719,-0.337218894,-0.169291888,-0.290239377,-0.431919068,-0.484673524,-0.491077245,-0.35844455,-0.519326735,-0.478690941,-0.022483912,-0.022483912,-0.14350197,-0.363694877,-0.459159852,-0.034908595,-0.169191148,-0.291553822,-0.355930598,-0.163626808,-0.328569969,-0.484894684,-0.523412702,-0.573281905,-0.175291709,-0.082755491,-0.47014727,-0.478030486,0.078558696,0.022734357,0.029340733,0.008755501,0.028490844,0.026416583,0.225880755,0.187277177,0.212097725,0.299202291,0.116581815,0.12614843,0.190008724,0.121279021,0.103294891,0.062849579,0.062849579,0.069331146,0.100676383,0.060822625,0.079069998,0.110132598,0.11682613,0.130457649,0.131051788,0.117300657,0.060797532,0.084354904,0.127073177,0.134371582,0.130528871,0.134671733,0.136292988,0.076432567,0.076247892,0.189213547,0.132146241,0.113351274,0.088714654,0.09880087,0.114648175,0.151346932,0.095470452,0.185636669,0.096957167,0.106876163,0.071945259,0.117612216,0.111924415,0.01731962,0.028323504,0.030830955,0.061947165,0.099579703,0.130053989,0.151734763,0.068516143,0.066713743,0.116084664,0.076013844,0.082738057,0.07791741,0.07791741,0.124612071,0.126279174,0.098279161,0.090717024,0.120630001,0.105790548,0.069517288,0.121351972,0.139762929,0.161226931,0.068041863,0.060377825,0.075206465,0.149597782,0.137338343,0.10208831
